m,TagName,
"2016-11-01 00:00:00","javascript","20395"
"2016-11-01 00:00:00","perl","365"
"2016-11-01 00:00:00","php","11874"
"2016-11-01 00:00:00","python","14129"
"2016-11-01 00:00:00","r","3543"
"2016-11-01 00:00:00","ruby","1752"
"2016-11-01 00:00:00","swift","4355"
"2016-12-01 00:00:00","assembly","310"
"2016-12-01 00:00:00","c","2790"
"2016-12-01 00:00:00","c#","10642"
"2016-12-01 00:00:00","c++","5200"
"2016-12-01 00:00:00","delphi","252"
"2016-12-01 00:00:00","go","494"
"2016-12-01 00:00:00","java","13773"
"2016-12-01 00:00:00","javascript","19684"
"2016-12-01 00:00:00","perl","336"
"2016-12-01 00:00:00","php","11385"
"2016-12-01 00:00:00","python","12987"
"2016-12-01 00:00:00","r","3140"
"2016-12-01 00:00:00","ruby","1625"
"2016-12-01 00:00:00","swift","3918"
"2017-01-01 00:00:00","assembly","305"
"2017-01-01 00:00:00","c","2750"
"2017-01-01 00:00:00","c#","11647"
"2017-01-01 00:00:00","c++","5627"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","go","556"
"2017-01-01 00:00:00","java","14487"
"2017-01-01 00:00:00","javascript","21301"
"2017-01-01 00:00:00","perl","321"
"2017-01-01 00:00:00","php","12509"
"2017-01-01 00:00:00","python","14211"
"2017-01-01 00:00:00","r","3479"
"2017-01-01 00:00:00","ruby","1820"
"2017-01-01 00:00:00","swift","4327"
"2017-02-01 00:00:00","assembly","300"
"2017-02-01 00:00:00","c","2714"
"2017-02-01 00:00:00","c#","11431"
"2017-02-01 00:00:00","c++","5146"
"2017-02-01 00:00:00","delphi","304"
"2017-02-01 00:00:00","go","548"
"2017-02-01 00:00:00","java","14488"
"2017-02-01 00:00:00","javascript","21093"
"2017-02-01 00:00:00","perl","398"
"2017-02-01 00:00:00","php","12390"
"2017-02-01 00:00:00","python","14715"
"2017-02-01 00:00:00","r","3667"
"2017-02-01 00:00:00","ruby","1616"
"2017-02-01 00:00:00","swift","4043"
"2017-03-01 00:00:00","assembly","368"
"2017-03-01 00:00:00","c","2946"
"2017-03-01 00:00:00","c#","12933"
"2017-03-01 00:00:00","c++","6198"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","go","650"
"2017-03-01 00:00:00","java","17220"
"2017-03-01 00:00:00","javascript","23555"
"2017-03-01 00:00:00","perl","408"
"2017-03-01 00:00:00","php","13886"
"2017-03-01 00:00:00","python","17045"
"2017-03-01 00:00:00","r","4588"
"2017-03-01 00:00:00","ruby","1788"
"2017-03-01 00:00:00","swift","4603"
"2017-04-01 00:00:00","assembly","315"
"2017-04-01 00:00:00","c","2836"
"2017-04-01 00:00:00","c#","11047"
"2017-04-01 00:00:00","c++","5847"
"2017-04-01 00:00:00","delphi","262"
"2017-04-01 00:00:00","go","506"
"2017-04-01 00:00:00","java","15803"
"2017-04-01 00:00:00","javascript","21109"
"2017-04-01 00:00:00","perl","366"
"2017-04-01 00:00:00","php","12263"
"2017-04-01 00:00:00","python","15582"
"2017-04-01 00:00:00","r","4244"
"2017-04-01 00:00:00","ruby","1483"
"2017-04-01 00:00:00","swift","3899"
"2017-05-01 00:00:00","assembly","347"
"2017-05-01 00:00:00","c","2736"
"2017-05-01 00:00:00","c#","11929"
"2017-05-01 00:00:00","c++","5276"
"2017-05-01 00:00:00","delphi","316"
"2017-05-01 00:00:00","go","581"
"2017-05-01 00:00:00","java","16245"
"2017-05-01 00:00:00","javascript","22266"
"2017-05-01 00:00:00","perl","353"
"2017-05-01 00:00:00","php","12940"
"2017-05-01 00:00:00","python","16119"
"2017-05-01 00:00:00","r","4295"
"2017-05-01 00:00:00","ruby","1515"
"2017-05-01 00:00:00","swift","4084"
"2017-06-01 00:00:00","assembly","238"
"2017-06-01 00:00:00","c","2336"
"2017-06-01 00:00:00","c#","11241"
"2017-06-01 00:00:00","c++","4659"
"2017-06-01 00:00:00","delphi","245"
"2017-06-01 00:00:00","go","572"
"2017-06-01 00:00:00","java","14531"
"2017-06-01 00:00:00","javascript","21449"
"2017-06-01 00:00:00","perl","310"
"2017-06-01 00:00:00","php","11627"
"2017-06-01 00:00:00","python","15932"
"2017-06-01 00:00:00","r","4427"
"2017-06-01 00:00:00","ruby","1409"
"2017-06-01 00:00:00","swift","4181"
"2017-07-01 00:00:00","assembly","220"
"2017-07-01 00:00:00","c","2037"
"2017-07-01 00:00:00","c#","11159"
"2017-07-01 00:00:00","c++","4999"
"2017-07-01 00:00:00","delphi","206"
"2017-07-01 00:00:00","go","653"
"2017-07-01 00:00:00","java","14047"
"2017-07-01 00:00:00","javascript","21486"
"2017-07-01 00:00:00","perl","322"
"2017-07-01 00:00:00","php","11649"
"2017-07-01 00:00:00","python","16839"
"2017-07-01 00:00:00","r","4568"
"2017-07-01 00:00:00","ruby","1517"
"2017-07-01 00:00:00","swift","4341"
"2017-08-01 00:00:00","assembly","215"
"2017-08-01 00:00:00","c","2034"
"2017-08-01 00:00:00","c#","10915"
"2017-08-01 00:00:00","c++","4764"
"2017-08-01 00:00:00","delphi","289"
"2017-08-01 00:00:00","go","602"
"2017-08-01 00:00:00","java","13686"
"2017-08-01 00:00:00","javascript","21235"
"2017-08-01 00:00:00","perl","355"
"2017-08-01 00:00:00","php","11540"
"2017-08-01 00:00:00","python","16424"
"2017-08-01 00:00:00","r","4547"
"2017-08-01 00:00:00","ruby","1391"
"2017-08-01 00:00:00","swift","4164"
"2017-09-01 00:00:00","assembly","228"
"2017-09-01 00:00:00","c","2090"
"2017-09-01 00:00:00","c#","9825"
"2017-09-01 00:00:00","c++","4446"
"2017-09-01 00:00:00","delphi","260"
"2017-09-01 00:00:00","go","541"
"2017-09-01 00:00:00","java","12680"
"2017-09-01 00:00:00","javascript","18860"
"2017-09-01 00:00:00","perl","296"
"2017-09-01 00:00:00","php","10605"
"2017-09-01 00:00:00","python","15383"
"2017-09-01 00:00:00","r","4208"
"2017-09-01 00:00:00","ruby","1220"
"2017-09-01 00:00:00","swift","3751"
"2017-10-01 00:00:00","assembly","328"
"2017-10-01 00:00:00","c","2763"
"2017-10-01 00:00:00","c#","10162"
"2017-10-01 00:00:00","c++","5197"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","go","613"
"2017-10-01 00:00:00","java","13922"
"2017-10-01 00:00:00","javascript","19700"
"2017-10-01 00:00:00","perl","332"
"2017-10-01 00:00:00","php","10722"
"2017-10-01 00:00:00","python","16866"
"2017-10-01 00:00:00","r","4519"
"2017-10-01 00:00:00","ruby","1294"
"2017-10-01 00:00:00","swift","3879"
"2017-11-01 00:00:00","assembly","384"
"2017-11-01 00:00:00","c","2933"
"2017-11-01 00:00:00","c#","9732"
"2017-11-01 00:00:00","c++","5010"
"2017-11-01 00:00:00","delphi","199"
"2017-11-01 00:00:00","go","654"
"2017-11-01 00:00:00","java","14071"
"2017-11-01 00:00:00","javascript","19268"
"2017-11-01 00:00:00","perl","262"
"2017-11-01 00:00:00","php","10475"
"2017-11-01 00:00:00","python","16874"
"2017-11-01 00:00:00","r","4489"
"2017-11-01 00:00:00","ruby","1168"
"2017-11-01 00:00:00","swift","3652"
"2017-12-01 00:00:00","assembly","247"
"2017-12-01 00:00:00","c","2189"
"2017-12-01 00:00:00","c#","8550"
"2017-12-01 00:00:00","c++","4436"
"2017-12-01 00:00:00","delphi","186"
"2017-12-01 00:00:00","go","521"
"2017-12-01 00:00:00","java","11904"
"2017-12-01 00:00:00","javascript","16856"
"2017-12-01 00:00:00","perl","235"
"2017-12-01 00:00:00","php","9047"
"2017-12-01 00:00:00","python","14861"
"2017-12-01 00:00:00","r","3705"
"2017-12-01 00:00:00","ruby","1014"
"2017-12-01 00:00:00","swift","3192"
"2018-01-01 00:00:00","assembly","251"
"2018-01-01 00:00:00","c","2203"
"2018-01-01 00:00:00","c#","9329"
"2018-01-01 00:00:00","c++","4729"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","go","540"
"2018-01-01 00:00:00","java","12289"
"2018-01-01 00:00:00","javascript","18785"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","php","10024"
"2018-01-01 00:00:00","python","16161"
"2018-01-01 00:00:00","r","4188"
"2018-01-01 00:00:00","ruby","1157"
"2018-01-01 00:00:00","swift","3730"
"2018-02-01 00:00:00","assembly","281"
"2018-02-01 00:00:00","c","2135"
"2018-02-01 00:00:00","c#","8534"
"2018-02-01 00:00:00","c++","4551"
"2018-02-01 00:00:00","delphi","212"
"2018-02-01 00:00:00","go","581"
"2018-02-01 00:00:00","java","11970"
"2018-02-01 00:00:00","javascript","17126"
"2018-02-01 00:00:00","perl","230"
"2018-02-01 00:00:00","php","9052"
"2018-02-01 00:00:00","python","16233"
"2018-02-01 00:00:00","r","4489"
"2018-02-01 00:00:00","ruby","1028"
"2018-02-01 00:00:00","swift","3389"
"2018-03-01 00:00:00","assembly","316"
"2018-03-01 00:00:00","c","2454"
"2018-03-01 00:00:00","c#","9731"
"2018-03-01 00:00:00","c++","5151"
"2018-03-01 00:00:00","delphi","219"
"2018-03-01 00:00:00","go","601"
"2018-03-01 00:00:00","java","13471"
"2018-03-01 00:00:00","javascript","19019"
"2018-03-01 00:00:00","perl","287"
"2018-03-01 00:00:00","php","9752"
"2018-03-01 00:00:00","python","17818"
"2018-03-01 00:00:00","r","5083"
"2018-03-01 00:00:00","ruby","1059"
"2018-03-01 00:00:00","swift","4033"
"2018-04-01 00:00:00","assembly","320"
"2018-04-01 00:00:00","c","2171"
"2018-04-01 00:00:00","c#","9174"
"2018-04-01 00:00:00","c++","4644"
"2018-04-01 00:00:00","delphi","202"
"2018-04-01 00:00:00","go","616"
"2018-04-01 00:00:00","java","13404"
"2018-04-01 00:00:00","javascript","17865"
"2018-04-01 00:00:00","perl","252"
"2018-04-01 00:00:00","php","8853"
"2018-04-01 00:00:00","python","16882"
"2018-04-01 00:00:00","r","4712"
"2018-04-01 00:00:00","ruby","984"
"2018-04-01 00:00:00","swift","3558"
"2018-05-01 00:00:00","assembly","296"
"2018-05-01 00:00:00","c","2351"
"2018-05-01 00:00:00","c#","9872"
"2018-05-01 00:00:00","c++","4671"
"2018-05-01 00:00:00","delphi","192"
"2018-05-01 00:00:00","go","628"
"2018-05-01 00:00:00","java","13386"
"2018-05-01 00:00:00","javascript","17950"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","php","9387"
"2018-05-01 00:00:00","python","17490"
"2018-05-01 00:00:00","r","4720"
"2018-05-01 00:00:00","ruby","1032"
"2018-05-01 00:00:00","swift","3604"
"2018-06-01 00:00:00","assembly","202"
"2018-06-01 00:00:00","c","1827"
"2018-06-01 00:00:00","c#","8749"
"2018-06-01 00:00:00","c++","4079"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","go","671"
"2018-06-01 00:00:00","java","11741"
"2018-06-01 00:00:00","javascript","17121"
"2018-06-01 00:00:00","perl","238"
"2018-06-01 00:00:00","php","8374"
"2018-06-01 00:00:00","python","16737"
"2018-06-01 00:00:00","r","4470"
"2018-06-01 00:00:00","ruby","988"
"2018-06-01 00:00:00","swift","3128"
"2018-07-01 00:00:00","assembly","181"
"2018-07-01 00:00:00","c","1591"
"2018-07-01 00:00:00","c#","9367"
"2018-07-01 00:00:00","c++","3895"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","go","685"
"2018-07-01 00:00:00","java","11693"
"2018-07-01 00:00:00","javascript","17748"
"2018-07-01 00:00:00","perl","245"
"2018-07-01 00:00:00","php","8520"
"2018-07-01 00:00:00","python","17880"
"2018-07-01 00:00:00","r","4396"
"2018-07-01 00:00:00","ruby","939"
"2018-07-01 00:00:00","swift","3656"
"2018-08-01 00:00:00","assembly","176"
"2018-08-01 00:00:00","c","1671"
"2018-08-01 00:00:00","c#","9442"
"2018-08-01 00:00:00","c++","3885"
"2018-08-01 00:00:00","delphi","204"
"2018-08-01 00:00:00","go","703"
"2018-08-01 00:00:00","java","11262"
"2018-08-01 00:00:00","javascript","17792"
"2018-08-01 00:00:00","perl","227"
"2018-08-01 00:00:00","php","8449"
"2018-08-01 00:00:00","python","17692"
"2018-08-01 00:00:00","r","4092"
"2018-08-01 00:00:00","ruby","874"
"2018-08-01 00:00:00","swift","3559"
"2018-09-01 00:00:00","assembly","255"
"2018-09-01 00:00:00","c","1827"
"2018-09-01 00:00:00","c#","8329"
"2018-09-01 00:00:00","c++","3719"
"2018-09-01 00:00:00","delphi","181"
"2018-09-01 00:00:00","go","670"
"2018-09-01 00:00:00","java","10673"
"2018-09-01 00:00:00","javascript","15955"
"2018-09-01 00:00:00","perl","204"
"2018-09-01 00:00:00","php","7642"
"2018-09-01 00:00:00","python","15962"
"2018-09-01 00:00:00","r","3740"
"2018-09-01 00:00:00","ruby","774"
"2018-09-01 00:00:00","swift","3127"
"2018-10-01 00:00:00","assembly","318"
"2018-10-01 00:00:00","c","2433"
"2018-10-01 00:00:00","c#","9302"
"2018-10-01 00:00:00","c++","4285"
"2018-10-01 00:00:00","delphi","221"
"2018-10-01 00:00:00","go","788"
"2018-10-01 00:00:00","java","12452"
"2018-10-01 00:00:00","javascript","17332"
"2018-10-01 00:00:00","perl","277"
"2018-10-01 00:00:00","php","8104"
"2018-10-01 00:00:00","python","18089"
"2018-10-01 00:00:00","r","4338"
"2018-10-01 00:00:00","ruby","894"
"2018-10-01 00:00:00","swift","3260"
"2018-11-01 00:00:00","assembly","301"
"2018-11-01 00:00:00","c","2513"
"2018-11-01 00:00:00","c#","8440"
"2018-11-01 00:00:00","c++","4323"
"2018-11-01 00:00:00","delphi","179"
"2018-11-01 00:00:00","go","716"
"2018-11-01 00:00:00","java","11654"
"2018-11-01 00:00:00","javascript","16109"
"2018-11-01 00:00:00","perl","234"
"2018-11-01 00:00:00","php","7047"
"2018-11-01 00:00:00","python","17935"
"2018-11-01 00:00:00","r","4212"
"2018-11-01 00:00:00","ruby","833"
"2018-11-01 00:00:00","swift","2972"
"2018-12-01 00:00:00","assembly","218"
"2018-12-01 00:00:00","c","2183"
"2018-12-01 00:00:00","c#","7510"
"2018-12-01 00:00:00","c++","3539"
"2018-12-01 00:00:00","delphi","173"
"2018-12-01 00:00:00","go","656"
"2018-12-01 00:00:00","java","10394"
"2018-12-01 00:00:00","javascript","14207"
"2018-12-01 00:00:00","perl","217"
"2018-12-01 00:00:00","php","6189"
"2018-12-01 00:00:00","python","15662"
"2018-12-01 00:00:00","r","3385"
"2018-12-01 00:00:00","ruby","806"
"2018-12-01 00:00:00","swift","2773"
"2019-01-01 00:00:00","assembly","219"
"2019-01-01 00:00:00","c","2269"
"2019-01-01 00:00:00","c#","8711"
"2019-01-01 00:00:00","c++","3887"
"2019-01-01 00:00:00","delphi","213"
"2019-01-01 00:00:00","go","651"
"2019-01-01 00:00:00","java","10980"
"2019-01-01 00:00:00","javascript","15964"
"2019-01-01 00:00:00","perl","261"
"2019-01-01 00:00:00","php","7124"
"2019-01-01 00:00:00","python","16883"
"2019-01-01 00:00:00","r","3935"
"2019-01-01 00:00:00","ruby","915"
"2019-01-01 00:00:00","swift","2893"
"2019-02-01 00:00:00","assembly","223"
"2019-02-01 00:00:00","c","2044"
"2019-02-01 00:00:00","c#","8316"
"2019-02-01 00:00:00","c++","3712"
"2019-02-01 00:00:00","delphi","191"
"2019-02-01 00:00:00","go","624"
"2019-02-01 00:00:00","java","10938"
"2019-02-01 00:00:00","javascript","15622"
"2019-02-01 00:00:00","perl","249"
"2019-02-01 00:00:00","php","7236"
"2019-02-01 00:00:00","python","17465"
"2019-02-01 00:00:00","r","4236"
"2019-02-01 00:00:00","ruby","784"
"2019-02-01 00:00:00","swift","2668"
"2019-03-01 00:00:00","assembly","276"
"2019-03-01 00:00:00","c","2369"
"2019-03-01 00:00:00","c#","8919"
"2019-03-01 00:00:00","c++","4401"
"2019-03-01 00:00:00","delphi","184"
"2019-03-01 00:00:00","go","718"
"2019-03-01 00:00:00","java","11977"
"2019-03-01 00:00:00","javascript","17263"
"2019-03-01 00:00:00","perl","231"
"2019-03-01 00:00:00","php","7743"
"2019-03-01 00:00:00","python","19823"
"2019-03-01 00:00:00","r","4480"
"2019-03-01 00:00:00","ruby","839"
"2019-03-01 00:00:00","swift","2935"
"2019-04-01 00:00:00","assembly","303"
"2019-04-01 00:00:00","c","2419"
"2019-04-01 00:00:00","c#","9066"
"2019-04-01 00:00:00","c++","4359"
"2019-04-01 00:00:00","delphi","203"
"2019-04-01 00:00:00","go","647"
"2019-04-01 00:00:00","java","11103"
"2019-04-01 00:00:00","javascript","16101"
"2019-04-01 00:00:00","perl","205"
"2019-04-01 00:00:00","php","7157"
"2019-04-01 00:00:00","python","19756"
"2019-04-01 00:00:00","r","4591"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","swift","3057"
"2019-05-01 00:00:00","assembly","234"
"2019-05-01 00:00:00","c","2084"
"2019-05-01 00:00:00","c#","8988"
"2019-05-01 00:00:00","c++","4110"
"2019-05-01 00:00:00","delphi","167"
"2019-05-01 00:00:00","go","669"
"2019-05-01 00:00:00","java","11024"
"2019-05-01 00:00:00","javascript","16077"
"2019-05-01 00:00:00","perl","220"
"2019-05-01 00:00:00","php","6919"
"2019-05-01 00:00:00","python","18825"
"2019-05-01 00:00:00","r","4289"
"2019-05-01 00:00:00","ruby","760"
"2019-05-01 00:00:00","swift","3089"
"2019-06-01 00:00:00","assembly","199"
"2019-06-01 00:00:00","c","1716"
"2019-06-01 00:00:00","c#","7564"
"2019-06-01 00:00:00","c++","3626"
"2019-06-01 00:00:00","delphi","134"
"2019-06-01 00:00:00","go","524"
"2019-06-01 00:00:00","java","9581"
"2019-06-01 00:00:00","javascript","14741"
"2019-06-01 00:00:00","perl","235"
"2019-06-01 00:00:00","php","5984"
"2019-06-01 00:00:00","python","17156"
"2019-06-01 00:00:00","r","3941"
"2019-06-01 00:00:00","ruby","701"
"2019-06-01 00:00:00","swift","3084"
"2019-07-01 00:00:00","assembly","185"
"2019-07-01 00:00:00","c","1744"
"2019-07-01 00:00:00","c#","8410"
"2019-07-01 00:00:00","c++","4247"
"2019-07-01 00:00:00","delphi","164"
"2019-07-01 00:00:00","go","623"
"2019-07-01 00:00:00","java","10779"
"2019-07-01 00:00:00","javascript","16060"
"2019-07-01 00:00:00","perl","236"
"2019-07-01 00:00:00","php","6622"
"2019-07-01 00:00:00","python","19654"
"2019-07-01 00:00:00","r","4186"
"2019-07-01 00:00:00","ruby","757"
"2019-07-01 00:00:00","swift","3035"
"2019-08-01 00:00:00","assembly","166"
"2019-08-01 00:00:00","c","1539"
"2019-08-01 00:00:00","c#","7670"
"2019-08-01 00:00:00","c++","3265"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","628"
"2019-08-01 00:00:00","java","9036"
"2019-08-01 00:00:00","javascript","15144"
"2019-08-01 00:00:00","perl","192"
"2019-08-01 00:00:00","php","5811"
"2019-08-01 00:00:00","python","17951"
"2019-08-01 00:00:00","r","3939"
"2019-08-01 00:00:00","ruby","776"
"2019-08-01 00:00:00","swift","2527"
"2019-09-01 00:00:00","assembly","221"
"2019-09-01 00:00:00","c","1995"
"2019-09-01 00:00:00","c#","7810"
"2019-09-01 00:00:00","c++","3760"
"2019-09-01 00:00:00","delphi","145"
"2019-09-01 00:00:00","go","614"
"2019-09-01 00:00:00","java","9610"
"2019-09-01 00:00:00","javascript","14800"
"2019-09-01 00:00:00","perl","198"
"2019-09-01 00:00:00","php","5538"
"2019-09-01 00:00:00","python","16808"
"2019-09-01 00:00:00","r","3928"
"2019-09-01 00:00:00","ruby","714"
"2019-09-01 00:00:00","swift","2556"
"2019-10-01 00:00:00","assembly","316"
"2019-10-01 00:00:00","c","2468"
"2019-10-01 00:00:00","c#","8368"
"2019-10-01 00:00:00","c++","4813"
"2019-10-01 00:00:00","delphi","152"
"2019-10-01 00:00:00","go","631"
"2019-10-01 00:00:00","java","11140"
"2019-10-01 00:00:00","javascript","15912"
"2019-10-01 00:00:00","perl","208"
"2019-10-01 00:00:00","php","6028"
"2019-10-01 00:00:00","python","20359"
"2019-10-01 00:00:00","r","4372"
"2019-10-01 00:00:00","ruby","847"
"2019-10-01 00:00:00","swift","3100"
"2019-11-01 00:00:00","assembly","280"
"2019-11-01 00:00:00","c","2495"
"2019-11-01 00:00:00","c#","7986"
"2019-11-01 00:00:00","c++","4702"
"2019-11-01 00:00:00","delphi","169"
"2019-11-01 00:00:00","go","600"
"2019-11-01 00:00:00","java","10260"
"2019-11-01 00:00:00","javascript","15663"
"2019-11-01 00:00:00","perl","218"
"2019-11-01 00:00:00","php","6077"
"2019-11-01 00:00:00","python","20512"
"2019-11-01 00:00:00","r","4275"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2856"
"2019-12-01 00:00:00","assembly","248"
"2019-12-01 00:00:00","c","2134"
"2019-12-01 00:00:00","c#","7173"
"2019-12-01 00:00:00","c++","4177"
"2019-12-01 00:00:00","delphi","125"
"2019-12-01 00:00:00","go","611"
"2019-12-01 00:00:00","java","8964"
"2019-12-01 00:00:00","javascript","14228"
"2019-12-01 00:00:00","perl","156"
"2019-12-01 00:00:00","php","5214"
"2019-12-01 00:00:00","python","18008"
"2019-12-01 00:00:00","r","3736"
"2019-12-01 00:00:00","ruby","667"
"2019-12-01 00:00:00","swift","2652"
"2020-01-01 00:00:00","assembly","228"
"2020-01-01 00:00:00","c","2036"
"2020-01-01 00:00:00","c#","7756"
"2020-01-01 00:00:00","c++","4190"
"2020-01-01 00:00:00","delphi","163"
"2020-01-01 00:00:00","go","645"
"2020-01-01 00:00:00","java","9864"
"2020-01-01 00:00:00","javascript","15931"
"2020-01-01 00:00:00","perl","164"
"2020-01-01 00:00:00","php","5873"
"2020-01-01 00:00:00","python","19862"
"2020-01-01 00:00:00","r","4130"
"2020-01-01 00:00:00","ruby","760"
"2020-01-01 00:00:00","swift","2886"
"2020-02-01 00:00:00","assembly","271"
"2020-02-01 00:00:00","c","1972"
"2020-02-01 00:00:00","c#","7669"
"2020-02-01 00:00:00","c++","4055"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","655"
"2020-02-01 00:00:00","java","9977"
"2020-02-01 00:00:00","javascript","15663"
"2020-02-01 00:00:00","perl","178"
"2020-02-01 00:00:00","php","5626"
"2020-02-01 00:00:00","python","19915"
"2020-02-01 00:00:00","r","4665"
"2020-02-01 00:00:00","ruby","652"
"2020-02-01 00:00:00","swift","2747"
"2020-03-01 00:00:00","assembly","293"
"2020-03-01 00:00:00","c","2467"
"2020-03-01 00:00:00","c#","7747"
"2020-03-01 00:00:00","c++","4614"
"2020-03-01 00:00:00","delphi","166"
"2020-03-01 00:00:00","go","649"
"2020-03-01 00:00:00","java","11006"
"2020-03-01 00:00:00","javascript","17459"
"2020-03-01 00:00:00","perl","196"
"2020-03-01 00:00:00","php","5646"
"2020-03-01 00:00:00","python","22532"
"2020-03-01 00:00:00","r","5106"
"2020-03-01 00:00:00","ruby","709"
"2020-03-01 00:00:00","swift","2901"
"2020-04-01 00:00:00","assembly","373"
"2020-04-01 00:00:00","c","3228"
"2020-04-01 00:00:00","c#","8546"
"2020-04-01 00:00:00","c++","6169"
"2020-04-01 00:00:00","delphi","231"
"2020-04-01 00:00:00","go","791"
"2020-04-01 00:00:00","java","12541"
"2020-04-01 00:00:00","javascript","20768"
"2020-04-01 00:00:00","perl","218"
"2020-04-01 00:00:00","php","6590"
"2020-04-01 00:00:00","python","27470"
"2020-04-01 00:00:00","r","6160"
"2020-04-01 00:00:00","ruby","760"
"2020-04-01 00:00:00","swift","3433"
"2020-05-01 00:00:00","assembly","357"
"2020-05-01 00:00:00","c","3350"
"2020-05-01 00:00:00","c#","8546"
"2020-05-01 00:00:00","c++","6357"
"2020-05-01 00:00:00","delphi","200"
"2020-05-01 00:00:00","go","749"
"2020-05-01 00:00:00","java","11937"
"2020-05-01 00:00:00","javascript","21361"
"2020-05-01 00:00:00","perl","211"
"2020-05-01 00:00:00","php","6484"
"2020-05-01 00:00:00","python","29268"
"2020-05-01 00:00:00","r","5999"
"2020-05-01 00:00:00","ruby","694"
"2020-05-01 00:00:00","swift","3496"
"2020-06-01 00:00:00","assembly","327"
"2020-06-01 00:00:00","c","2579"
"2020-06-01 00:00:00","c#","7861"
"2020-06-01 00:00:00","c++","5590"
"2020-06-01 00:00:00","delphi","202"
"2020-06-01 00:00:00","go","705"
"2020-06-01 00:00:00","java","10763"
"2020-06-01 00:00:00","javascript","19689"
"2020-06-01 00:00:00","perl","198"
"2020-06-01 00:00:00","php","5907"
"2020-06-01 00:00:00","python","26975"
"2020-06-01 00:00:00","r","5427"
"2020-06-01 00:00:00","ruby","611"
"2020-06-01 00:00:00","swift","3141"
"2020-07-01 00:00:00","assembly","269"
"2020-07-01 00:00:00","c","2085"
"2020-07-01 00:00:00","c#","7766"
"2020-07-01 00:00:00","c++","5142"
"2020-07-01 00:00:00","delphi","192"
"2020-07-01 00:00:00","go","638"
"2020-07-01 00:00:00","java","10396"
"2020-07-01 00:00:00","javascript","19777"
"2020-07-01 00:00:00","perl","175"
"2020-07-01 00:00:00","php","5916"
"2020-07-01 00:00:00","python","26151"
"2020-07-01 00:00:00","r","4930"
"2020-07-01 00:00:00","ruby","695"
"2020-07-01 00:00:00","swift","2976"
"2020-08-01 00:00:00","assembly","264"
"2020-08-01 00:00:00","c","1886"
"2020-08-01 00:00:00","c#","7033"
"2020-08-01 00:00:00","c++","4755"
"2020-08-01 00:00:00","delphi","183"
"2020-08-01 00:00:00","go","704"
"2020-08-01 00:00:00","java","9256"
"2020-08-01 00:00:00","javascript","17934"
"2020-08-01 00:00:00","perl","192"
"2020-08-01 00:00:00","php","4969"
"2020-08-01 00:00:00","python","22896"
"2020-08-01 00:00:00","r","4484"
"2020-08-01 00:00:00","ruby","553"
"2020-08-01 00:00:00","swift","2652"
"2020-09-01 00:00:00","assembly","294"
"2020-09-01 00:00:00","c","2139"
"2020-09-01 00:00:00","c#","6427"
"2020-09-01 00:00:00","c++","3898"
"2020-09-01 00:00:00","delphi","171"
"2020-09-01 00:00:00","go","727"
"2020-09-01 00:00:00","java","8887"
"2020-09-01 00:00:00","javascript","16686"
"2020-09-01 00:00:00","perl","165"
"2020-09-01 00:00:00","php","4742"
"2020-09-01 00:00:00","python","21592"
"2020-09-01 00:00:00","r","4745"
"2020-09-01 00:00:00","ruby","512"
"2020-09-01 00:00:00","swift","2539"
"2020-10-01 00:00:00","assembly","343"
"2020-10-01 00:00:00","c","2354"
"2020-10-01 00:00:00","c#","6162"
"2020-10-01 00:00:00","c++","4295"
"2020-10-01 00:00:00","delphi","180"
"2020-10-01 00:00:00","go","589"
"2020-10-01 00:00:00","java","8886"
"2020-10-01 00:00:00","javascript","16323"
"2020-10-01 00:00:00","perl","170"
"2020-10-01 00:00:00","php","4555"
"2020-10-01 00:00:00","python","22651"
"2020-10-01 00:00:00","r","5061"
"2020-10-01 00:00:00","ruby","491"
"2020-10-01 00:00:00","swift","2300"
"2020-11-01 00:00:00","assembly","373"
"2020-11-01 00:00:00","c","2679"
"2020-11-01 00:00:00","c#","5953"
"2020-11-01 00:00:00","c++","4285"
"2020-11-01 00:00:00","delphi","193"
"2020-11-01 00:00:00","go","523"
"2020-11-01 00:00:00","java","8417"
"2020-11-01 00:00:00","javascript","15418"
"2020-11-01 00:00:00","perl","149"
"2020-11-01 00:00:00","php","4589"
"2020-11-01 00:00:00","python","21999"
"2020-11-01 00:00:00","r","4794"
"2020-11-01 00:00:00","ruby","501"
"2020-11-01 00:00:00","swift","2150"
"2020-12-01 00:00:00","assembly","297"
"2020-12-01 00:00:00","c","2632"
